Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
-----------------------------------------------
                0.00    0.00     200/200         mpcd::run_src_mpcd_base_step(mpcd::ParticleState&, mpcd::SimulationParams const&, mpcd::CellGrid const&, unsigned long, mpcd::SrcMpcdBaseWorkspace&, bool) [2]
[111]    0.0    0.00    0.00     200         mpcd::attach_resampling_thermal_renormalization_diagnostics(mpcd::WeightedResamplingDiagnostics&, mpcd::ResamplingThermalRenormalizationDiagnostics const&) [111]
-----------------------------------------------
                0.00    0.00     107/107         mpcd::read_simulation_params_kv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [61]
[112]    0.0    0.00    0.00     107         std::__detail::_Map_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [112]
                0.00    0.00     106/690         std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [95]
                0.00    0.00       4/4           std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_rehash(unsigned long, unsigned long const&) [135]
-----------------------------------------------
                0.00    0.00      80/80          mpcd::(anonymous namespace)::append_particle(mpcd::ParticleState&, double, double, double, double, unsigned int, double, mpcd::ParticleRole) [41]
[113]    0.0    0.00    0.00      80         void std::vector<double, std::allocator<double> >::_M_realloc_insert<double const&>(__gnu_cxx::__normal_iterator<double*, std::vector<double, std::allocator<double> > >, double const&) [113]
-----------------------------------------------
                0.00    0.00      63/63          mpcd::read_simulation_params_kv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [61]
[114]    0.0    0.00    0.00      63         mpcd::(anonymous namespace)::is_open_boundary_segment_key(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [114]
-----------------------------------------------
                0.00    0.00      61/61          mpcd::read_simulation_params_kv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [61]
[115]    0.0    0.00    0.00      61         mpcd::(anonymous namespace)::is_removed_open_aperture_key(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [115]
                0.00    0.00     854/14620       bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [80]
-----------------------------------------------
                0.00    0.00      44/44          mpcd::read_simulation_params_kv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [61]
[116]    0.0    0.00    0.00      44         mpcd::(anonymous namespace)::parse_double(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [116]
                0.00    0.00      44/690         std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [95]
                0.00    0.00      44/551         mpcd::(anonymous namespace)::trim(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [96]
-----------------------------------------------
                0.00    0.00       4/36          mpcd::validate_simulation_params(mpcd::SimulationParams const&) [62]
                0.00    0.00      32/36          mpcd::read_simulation_params_kv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [61]
[117]    0.0    0.00    0.00      36         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [clone .constprop.0] [117]
-----------------------------------------------
                0.00    0.00      14/28          mpcd::(anonymous namespace)::get_lower(std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [127]
                0.00    0.00      14/28          mpcd::read_simulation_params_kv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [61]
[118]    0.0    0.00    0.00      28         std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [118]
-----------------------------------------------
                0.00    0.00      27/27          mpcd::write_smpcd_state(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, mpcd::ParticleState const&) [56]
[119]    0.0    0.00    0.00      27         void mpcd::(anonymous namespace)::write_exact<unsigned long>(std::basic_ofstream<char, std::char_traits<char> >&, unsigned long const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [119]
-----------------------------------------------
                0.00    0.00      24/24          mpcd::write_smpcd_state(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, mpcd::ParticleState const&) [56]
[120]    0.0    0.00    0.00      24         void mpcd::(anonymous namespace)::write_exact<unsigned int>(std::basic_ofstream<char, std::char_traits<char> >&, unsigned int const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [120]
-----------------------------------------------
                0.00    0.00      23/23          mpcd::read_simulation_params_kv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [61]
[121]    0.0    0.00    0.00      23         mpcd::(anonymous namespace)::parse_bool(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [121]
                0.00    0.00      23/690         std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [95]
                0.00    0.00      23/551         mpcd::(anonymous namespace)::trim(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [96]
-----------------------------------------------
                0.00    0.00      21/21          mpcd::read_simulation_params_kv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [61]
[122]    0.0    0.00    0.00      21         mpcd::(anonymous namespace)::parse_int(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [122]
                0.00    0.00      21/690         std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [95]
                0.00    0.00      21/551         mpcd::(anonymous namespace)::trim(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [96]
-----------------------------------------------
                0.00    0.00      16/16          mpcd::(anonymous namespace)::append_particle(mpcd::ParticleState&, double, double, double, double, unsigned int, double, mpcd::ParticleRole) [41]
[123]    0.0    0.00    0.00      16         void std::vector<unsigned char, std::allocator<unsigned char> >::_M_realloc_insert<unsigned char>(__gnu_cxx::__normal_iterator<unsigned char*, std::vector<unsigned char, std::allocator<unsigned char> > >, unsigned char&&) [123]
-----------------------------------------------
                0.00    0.00      16/16          mpcd::(anonymous namespace)::append_particle(mpcd::ParticleState&, double, double, double, double, unsigned int, double, mpcd::ParticleRole) [41]
[124]    0.0    0.00    0.00      16         void std::vector<unsigned int, std::allocator<unsigned int> >::_M_realloc_insert<unsigned int const&>(__gnu_cxx::__normal_iterator<unsigned int*, std::vector<unsigned int, std::allocator<unsigned int> > >, unsigned int const&) [124]
-----------------------------------------------
                0.00    0.00      15/15          mpcd::write_smpcd_state(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, mpcd::ParticleState const&) [56]
[125]    0.0    0.00    0.00      15         void mpcd::(anonymous namespace)::write_vector<double>(std::basic_ofstream<char, std::char_traits<char> >&, std::vector<double, std::allocator<double> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [125]
-----------------------------------------------
                0.00    0.00      15/15          mpcd::validate_simulation_params(mpcd::SimulationParams const&) [62]
[126]    0.0    0.00    0.00      15         mpcd::is_solid_wall_mode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [126]
-----------------------------------------------
                0.00    0.00      14/14          mpcd::read_simulation_params_kv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [61]
[127]    0.0    0.00    0.00      14         mpcd::(anonymous namespace)::get_lower(std::unordered_map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > > > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [127]
                0.00    0.00      14/28          std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::find(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) const [118]
                0.00    0.00      14/690         std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [95]
                0.00    0.00      14/551         mpcd::(anonymous namespace)::trim(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [96]
-----------------------------------------------
                0.00    0.00       9/9           mpcd::read_smpcd_state(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [58]
[128]    0.0    0.00    0.00       9         void mpcd::(anonymous namespace)::read_exact<unsigned long>(std::basic_ifstream<char, std::char_traits<char> >&, unsigned long&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [128]
-----------------------------------------------
                0.00    0.00       4/9           mpcd::project_face_field(mpcd::EllipticProjectionGrid const&, mpcd::PeriodicFaceField const&, mpcd::PeriodicFaceField const&, std::vector<double, std::allocator<double> > const&, mpcd::EllipticProjectionParams const&, mpcd::EllipticProjectionBC const&, mpcd::EllipticProjectionWorkspace&, mpcd::EllipticProjectionMask const*) [17]
                0.00    0.00       5/9           void mpcd::(anonymous namespace)::read_vector<double>(std::basic_ifstream<char, std::char_traits<char> >&, std::vector<double, std::allocator<double> >&, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [131]
[129]    0.0    0.00    0.00       9         std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [129]
-----------------------------------------------
                0.00    0.00       8/8           mpcd::read_smpcd_state(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [58]
[130]    0.0    0.00    0.00       8         void mpcd::(anonymous namespace)::read_exact<unsigned int>(std::basic_ifstream<char, std::char_traits<char> >&, unsigned int&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [130]
-----------------------------------------------
                0.00    0.00       5/5           mpcd::read_smpcd_state(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [58]
[131]    0.0    0.00    0.00       5         void mpcd::(anonymous namespace)::read_vector<double>(std::basic_ifstream<char, std::char_traits<char> >&, std::vector<double, std::allocator<double> >&, unsigned long, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [131]
                0.00    0.00       5/9           std::vector<double, std::allocator<double> >::_M_default_append(unsigned long) [129]
-----------------------------------------------
                0.00    0.00       5/5           mpcd::compute_runtime_summary(mpcd::ParticleState const&, mpcd::SimulationParams const&, int, double, std::vector<unsigned int, std::allocator<unsigned int> > const*, mpcd::BoundaryDiagnostics const*, mpcd::ImmersedSolidDiagnostics const*, mpcd::CollisionDiagnostics const*, mpcd::Q6ProjectionDiagnostics const*, mpcd::ClosedCapacityResponseDiagnostics const*, mpcd::ThermostatDiagnostics const*, mpcd::WeightedResamplingDiagnostics const*, int) [54]
[132]    0.0    0.00    0.00       5         mpcd::fluid_domain_area(mpcd::FluidDomainBounds const&) [132]
-----------------------------------------------
                0.00    0.00       5/5           main [1]
[133]    0.0    0.00    0.00       5         mpcd::RuntimeSummaryWriter::append(mpcd::RuntimeSummary const&) [133]
-----------------------------------------------
                0.00    0.00       5/5           main [1]
[134]    0.0    0.00    0.00       5         std::filesystem::__cxx11::path::~path() [134]
-----------------------------------------------
                0.00    0.00       4/4           std::__detail::_Map_base<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true>, true>::operator[](std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [112]
[135]    0.0    0.00    0.00       4         std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::_M_rehash(unsigned long, unsigned long const&) [135]
-----------------------------------------------
                0.00    0.00       4/4           mpcd::project_face_field(mpcd::EllipticProjectionGrid const&, mpcd::PeriodicFaceField const&, mpcd::PeriodicFaceField const&, std::vector<double, std::allocator<double> > const&, mpcd::EllipticProjectionParams const&, mpcd::EllipticProjectionBC const&, mpcd::EllipticProjectionWorkspace&, mpcd::EllipticProjectionMask const*) [17]
[136]    0.0    0.00    0.00       4         std::vector<int, std::allocator<int> >::_M_default_append(unsigned long) [136]
-----------------------------------------------
                0.00    0.00       3/3           main [1]
[137]    0.0    0.00    0.00       3         (anonymous namespace)::state_dump_name(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int) [137]
-----------------------------------------------
                0.00    0.00       3/3           main [1]
[138]    0.0    0.00    0.00       3         std::filesystem::__cxx11::path::path<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::filesystem::__cxx11::path>(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::filesystem::__cxx11::path::format) [138]
-----------------------------------------------
                0.00    0.00       2/2           mpcd::read_simulation_params_kv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [61]
[139]    0.0    0.00    0.00       2         mpcd::(anonymous namespace)::parse_open_boundary_segment_value(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [139]
                0.00    0.00       8/690         std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [95]
                0.00    0.00       4/551         mpcd::(anonymous namespace)::trim(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [96]
                0.00    0.00       2/1643        mpcd::is_io_boundary_mode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [87]
                0.00    0.00       1/14620       bool std::operator==<char, std::char_traits<char>, std::allocator<char> >(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, char const*) [80]
                0.00    0.00       1/1646        mpcd::is_outlet_boundary_mode(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [86]
-----------------------------------------------
                0.00    0.00       2/2           mpcd::validate_simulation_params(mpcd::SimulationParams const&) [62]
[140]    0.0    0.00    0.00       2         mpcd::(anonymous namespace)::lower(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [140]
-----------------------------------------------
                0.00    0.00       1/2           mpcd::hard_inlet_reservoir_requested(mpcd::SimulationParams const&) [152]
                0.00    0.00       1/2           mpcd::validate_simulation_params(mpcd::SimulationParams const&) [62]
[141]    0.0    0.00    0.00       2         mpcd::normalized_inlet_reservoir_mode[abi:cxx11](mpcd::SimulationParams const&) [141]
                0.00    0.00       2/690         std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [95]
-----------------------------------------------
                0.00    0.00       2/2           mpcd::validate_simulation_params(mpcd::SimulationParams const&) [62]
[142]    0.0    0.00    0.00       2         void std::vector<mpcd::OpenBoundarySegment, std::allocator<mpcd::OpenBoundarySegment> >::_M_realloc_insert<mpcd::OpenBoundarySegment const&>(__gnu_cxx::__normal_iterator<mpcd::OpenBoundarySegment*, std::vector<mpcd::OpenBoundarySegment, std::allocator<mpcd::OpenBoundarySegment> > >, mpcd::OpenBoundarySegment const&) [142]
                0.00    0.00       4/690         std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [95]
-----------------------------------------------
                0.00    0.00       2/2           main [1]
[143]    0.0    0.00    0.00       2         std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::basic_string<std::allocator<char> >(char const*, std::allocator<char> const&) [143]
-----------------------------------------------
                0.00    0.00       2/2           mpcd::validate_simulation_params(mpcd::SimulationParams const&) [62]
[144]    0.0    0.00    0.00       2         void std::__introsort_loop<__gnu_cxx::__normal_iterator<mpcd::OpenBoundarySegment*, std::vector<mpcd::OpenBoundarySegment, std::allocator<mpcd::OpenBoundarySegment> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<mpcd::validate_simulation_params(mpcd::SimulationParams const&)::{lambda(mpcd::OpenBoundarySegment const&, mpcd::OpenBoundarySegment const&)#1}> >(__gnu_cxx::__normal_iterator<mpcd::OpenBoundarySegment*, std::vector<mpcd::OpenBoundarySegment, std::allocator<mpcd::OpenBoundarySegment> > >, __gnu_cxx::__normal_iterator<mpcd::OpenBoundarySegment*, std::vector<mpcd::OpenBoundarySegment, std::allocator<mpcd::OpenBoundarySegment> > >, long, __gnu_cxx::__ops::_Iter_comp_iter<mpcd::validate_simulation_params(mpcd::SimulationParams const&)::{lambda(mpcd::OpenBoundarySegment const&, mpcd::OpenBoundarySegment const&)#1}>) [144]
-----------------------------------------------
                0.00    0.00       1/1           mpcd::read_simulation_params_kv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [61]
[145]    0.0    0.00    0.00       1         mpcd::(anonymous namespace)::parse_u64(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [145]
                0.00    0.00       1/690         std::vector<unsigned int, std::allocator<unsigned int> >::~vector() [95]
                0.00    0.00       1/551         mpcd::(anonymous namespace)::trim(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [96]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[146]    0.0    0.00    0.00       1         mpcd::ParticleState::~ParticleState() [146]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[147]    0.0    0.00    0.00       1         mpcd::make_cell_grid(mpcd::SimulationParams const&) [147]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[148]    0.0    0.00    0.00       1         mpcd::SimulationParams::~SimulationParams() [148]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[149]    0.0    0.00    0.00       1         mpcd::RuntimeSummaryWriter::RuntimeSummaryWriter(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [149]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[150]    0.0    0.00    0.00       1         mpcd::SrcMpcdBaseWorkspace::SrcMpcdBaseWorkspace() [150]
-----------------------------------------------
                0.00    0.00       1/1           main [1]
[151]    0.0    0.00    0.00       1         mpcd::SrcMpcdBaseWorkspace::~SrcMpcdBaseWorkspace() [151]
-----------------------------------------------
                0.00    0.00       1/1           mpcd::validate_simulation_params(mpcd::SimulationParams const&) [62]
[152]    0.0    0.00    0.00       1         mpcd::hard_inlet_reservoir_requested(mpcd::SimulationParams const&) [152]
                0.00    0.00       1/2           mpcd::normalized_inlet_reservoir_mode[abi:cxx11](mpcd::SimulationParams const&) [141]
-----------------------------------------------
                0.00    0.00       1/1           mpcd::validate_simulation_params(mpcd::SimulationParams const&) [62]
[153]    0.0    0.00    0.00       1         mpcd::has_open_boundary_segments_on_x_axis(mpcd::SimulationParams const&) [153]
-----------------------------------------------
                0.00    0.00       1/1           mpcd::validate_simulation_params(mpcd::SimulationParams const&) [62]
[154]    0.0    0.00    0.00       1         mpcd::has_open_boundary_segments_on_y_axis(mpcd::SimulationParams const&) [154]
-----------------------------------------------
                0.00    0.00       1/1           mpcd::read_simulation_params_kv(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [61]
[155]    0.0    0.00    0.00       1         std::_Hashtable<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > > >, std::__detail::_Select1st, std::equal_to<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::hash<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::__detail::_Mod_range_hashing, std::__detail::_Default_ranged_hash, std::__detail::_Prime_rehash_policy, std::__detail::_Hashtable_traits<true, false, true> >::clear() [155]
-----------------------------------------------
                0.00    0.00       1/1           mpcd::read_smpcd_state(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&) [58]
[156]    0.0    0.00    0.00       1         std::vector<unsigned int, std::allocator<unsigned int> >::_M_default_append(unsigned long) [156]
-----------------------------------------------

 This table describes the call tree of the program, and was sorted by
 the total amount of time spent in each function and its children.

 Each entry in this table consists of several lines.  The line with the
 index number at the left hand margin lists the current function.
 The lines above it list the functions that called this function,
 and the lines below it list the functions this one called.
 This line lists:
     index	A unique number given to each element of the table.
		Index numbers are sorted numerically.
		The index number is printed next to every function name so
		it is easier to look up where the function is in the table.

     % time	This is the percentage of the `total' time that was spent
		in this function and its children.  Note that due to
		different viewpoints, functions excluded by options, etc,
		these numbers will NOT add up to 100%.

     self	This is the total amount of time spent in this function.

     children	This is the total amount of time propagated into this
		function by its children.

     called	This is the number of times the function was called.
		If the function called itself recursively, the number
		only includes non-recursive calls, and is followed by
		a `+' and the number of recursive calls.

     name	The name of the current function.  The index number is
		printed after it.  If the function is a member of a
		cycle, the cycle number is printed between the
		function's name and the index number.


 For the function's parents, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the function into this parent.

     children	This is the amount of time that was propagated from
		the function's children into this parent.

     called	This is the number of times this parent called the
		function `/' the total number of times the function
		was called.  Recursive calls to the function are not
		included in the number after the `/'.

     name	This is the name of the parent.  The parent's index
		number is printed after it.  If the parent is a
		member of a cycle, the cycle number is printed between
		the name and the index number.

 If the parents of the function cannot be determined, the word
 `<spontaneous>' is printed in the `name' field, and all the other
 fields are blank.

 For the function's children, the fields have the following meanings:

     self	This is the amount of time that was propagated directly
		from the child into the function.

     children	This is the amount of time that was propagated from the
		child's children to the function.

     called	This is the number of times the function called
		this child `/' the total number of times the child
		was called.  Recursive calls by the child are not
		listed in the number after the `/'.

     name	This is the name of the child.  The child's index
		number is printed after it.  If the child is a
		member of a cycle, the cycle number is printed
		between the name and the index number.

 If there are any cycles (circles) in the call graph, there is an
 entry for the cycle-as-a-whole.  This entry shows who called the
 cycle (as parents) and the members of the cycle (as children.)
 The `+' recursive calls entry shows the number of function calls that
 were internal to the cycle, and the calls entry for each member shows,
 for that member, how many times it was called from other members of
 the cycle.

Copyright (C) 2012-2024 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

Index by function name

 [137] (anonymous namespace)::state_dump_name(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, int) [56] mpcd::write_smpcd_state(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const&, mpcd::ParticleState const&) [153] mpcd::has_open_boundary_segments_on_x_axis(mpcd::SimulationParams const&)
  [21] mpcd::(anonymous namespace)::face_stats(mpcd::PeriodicFaceField const&) [50] mpcd::fluid_domain_width(mpcd::FluidDomainBounds const&) [154] mpcd::has_open_boundary_segments_on_y_axis(mpcd::SimulationParams const&)
